NOT_ID,POLL_TYPE,POLLUTANT
653927,Oils and Fuel,Gas and Fuel Oils
716051,Oils and Fuel,Gas and Fuel Oils
751467,Oils and Fuel,Gas and Fuel Oils
764729,Oils and Fuel,Gas and Fuel Oils
823896,Oils and Fuel,Gas and Fuel Oils
847372,Oils and Fuel,Gas and Fuel Oils
199985,Oils and Fuel,Cutting Oils
291717,Oils and Fuel,Cutting Oils
110962,Oils and Fuel,Cutting Oils
855560,Oils and Fuel,Cutting Oils
939638,Oils and Fuel,Cutting Oils
229259,Oils and Fuel,Cutting Oils
431625,Oils and Fuel,Cutting Oils
105543,Oils and Fuel,Cutting Oils
249660,Oils and Fuel,Cutting Oils
374958,Oils and Fuel,Cutting Oils
41857,Oils and Fuel,Cutting Oils
291092,Oils and Fuel,Cutting Oils
126150,Oils and Fuel,Cutting Oils
242675,Oils and Fuel,Cutting Oils
53639,Oils and Fuel,Cutting Oils
53644,Oils and Fuel,Cutting Oils
189613,Oils and Fuel,Cutting Oils
53641,Oils and Fuel,Cutting Oils
268643,Oils and Fuel,Cutting Oils
287187,Oils and Fuel,Cutting Oils
843915,Oils and Fuel,Cutting Oils
280761,Oils and Fuel,Crude Oil
282826,Oils and Fuel,Crude Oil
819952,Oils and Fuel,Crude Oil
63634,Oils and Fuel,Crude Oil
685510,Oils and Fuel,Crude Oil
817963,Oils and Fuel,Crude Oil
1009332,Oils and Fuel,Crude Oil
3542,Sewage Materials,Other Sewage Material
18974,Sewage Materials,Other Sewage Material
66847,Sewage Materials,Other Sewage Material
75838,Sewage Materials,Other Sewage Material
145782,Sewage Materials,Other Sewage Material
213444,Sewage Materials,Other Sewage Material
319087,Sewage Materials,Other Sewage Material
332364,Sewage Materials,Other Sewage Material
338551,Sewage Materials,Other Sewage Material
353417,Sewage Materials,Other Sewage Material
489780,Sewage Materials,Other Sewage Material
511186,Sewage Materials,Other Sewage Material
513378,Sewage Materials,Other Sewage Material
588309,Sewage Materials,Other Sewage Material
721802,Sewage Materials,Other Sewage Material
904142,Sewage Materials,Other Sewage Material
148972,Sewage Materials,Other Sewage Material
438584,Sewage Materials,Other Sewage Material
22526,Sewage Materials,Other Sewage Material
45872,Sewage Materials,Other Sewage Material
629740,Sewage Materials,Other Sewage Material
658699,Sewage Materials,Other Sewage Material
696827,Sewage Materials,Other Sewage Material
816667,Sewage Materials,Other Sewage Material
22898,Sewage Materials,Other Sewage Material
87778,Sewage Materials,Other Sewage Material
131319,Sewage Materials,Other Sewage Material
148755,Sewage Materials,Other Sewage Material
286754,Sewage Materials,Other Sewage Material
561475,Sewage Materials,Other Sewage Material
899161,Sewage Materials,Other Sewage Material
917825,Sewage Materials,Other Sewage Material
69668,Sewage Materials,Other Sewage Material
188835,Sewage Materials,Other Sewage Material
190385,Sewage Materials,Other Sewage Material
218415,Sewage Materials,Other Sewage Material
923276,Sewage Materials,Other Sewage Material
926435,Sewage Materials,Other Sewage Material
51434,Sewage Materials,Other Sewage Material
179693,Sewage Materials,Other Sewage Material
447216,Sewage Materials,Other Sewage Material
974802,Sewage Materials,Other Sewage Material
169391,Sewage Materials,Other Sewage Material
182010,Sewage Materials,Other Sewage Material
234023,Sewage Materials,Other Sewage Material
532696,Sewage Materials,Other Sewage Material
81998,Sewage Materials,Other Sewage Material
296624,Sewage Materials,Other Sewage Material
384961,Sewage Materials,Other Sewage Material
450302,Sewage Materials,Other Sewage Material
490448,Sewage Materials,Other Sewage Material
684626,Sewage Materials,Other Sewage Material
877297,Sewage Materials,Other Sewage Material
913487,Sewage Materials,Other Sewage Material
17754,Sewage Materials,Other Sewage Material
103593,Sewage Materials,Other Sewage Material
205033,Sewage Materials,Other Sewage Material
324402,Sewage Materials,Other Sewage Material
91237,Sewage Materials,Other Sewage Material
99152,Sewage Materials,Other Sewage Material
82887,Sewage Materials,Final Effluent
86593,Sewage Materials,Final Effluent
207093,Sewage Materials,Final Effluent
224987,Sewage Materials,Final Effluent
476566,Sewage Materials,Final Effluent
840717,Sewage Materials,Final Effluent
871721,Sewage Materials,Final Effluent
31331,Sewage Materials,Final Effluent
37006,Sewage Materials,Final Effluent
115304,Sewage Materials,Final Effluent
305392,Sewage Materials,Final Effluent
351462,Sewage Materials,Final Effluent
375852,Sewage Materials,Final Effluent
448961,Sewage Materials,Final Effluent
545586,Sewage Materials,Final Effluent
791970,Sewage Materials,Final Effluent
864499,Sewage Materials,Final Effluent
940916,Sewage Materials,Final Effluent
62605,Sewage Materials,Final Effluent
165766,Sewage Materials,Final Effluent
169674,Sewage Materials,Final Effluent
271670,Sewage Materials,Final Effluent
364295,Sewage Materials,Final Effluent
963152,Sewage Materials,Final Effluent
104441,Sewage Materials,Final Effluent
205143,Sewage Materials,Final Effluent
287596,Sewage Materials,Final Effluent
337810,Sewage Materials,Final Effluent
348122,Sewage Materials,Final Effluent
479971,Sewage Materials,Final Effluent
481182,Sewage Materials,Final Effluent
721519,Sewage Materials,Final Effluent
726452,Sewage Materials,Final Effluent
858854,Sewage Materials,Final Effluent
53261,Sewage Materials,Final Effluent
144699,Sewage Materials,Final Effluent
216738,Sewage Materials,Final Effluent
237094,Sewage Materials,Final Effluent
322163,Sewage Materials,Final Effluent
348003,Sewage Materials,Final Effluent
405396,Sewage Materials,Final Effluent
484154,Sewage Materials,Final Effluent
601512,Sewage Materials,Final Effluent
682433,Sewage Materials,Final Effluent
761935,Sewage Materials,Final Effluent
811446,Sewage Materials,Final Effluent
78978,Sewage Materials,Final Effluent
180601,Sewage Materials,Final Effluent
197887,Sewage Materials,Final Effluent
317373,Sewage Materials,Final Effluent
480992,Sewage Materials,Final Effluent
694694,Sewage Materials,Final Effluent
812906,Sewage Materials,Final Effluent
871721,Sewage Materials,Sludge
106316,Sewage Materials,Sludge
161783,Sewage Materials,Sludge
173950,Sewage Materials,Sludge
288529,Sewage Materials,Sludge
397215,Sewage Materials,Sludge
714649,Sewage Materials,Sludge
20840,Sewage Materials,Sludge
71350,Sewage Materials,Sludge
619680,Sewage Materials,Sludge
169683,Sewage Materials,Sludge
337761,Sewage Materials,Sludge
824767,Sewage Materials,Sludge
38949,Sewage Materials,Sludge
165520,Sewage Materials,Sludge
169183,Sewage Materials,Sludge
206695,Sewage Materials,Sludge
1010698,Sewage Materials,Sludge
328565,Sewage Materials,Sludge
804397,Sewage Materials,Sludge
106706,Sewage Materials,Sludge
135647,Sewage Materials,Sludge
438155,Sewage Materials,Sludge
147176,Sewage Materials,Sludge
252101,Sewage Materials,Sludge
71837,Sewage Materials,Sludge
551757,Sewage Materials,Sludge
683514,Sewage Materials,Sludge
56567,Sewage Materials,Sludge
229489,Sewage Materials,Sludge
235540,Sewage Materials,Sludge
452061,Sewage Materials,Sludge
456226,Sewage Materials,Sludge
111908,Sewage Materials,Sludge
418749,Sewage Materials,Sludge
579766,Sewage Materials,Sludge
761435,Sewage Materials,Sludge
4605,Sewage Materials,Crude Sewage
4399,Sewage Materials,Crude Sewage
11198,Sewage Materials,Crude Sewage
19079,Sewage Materials,Crude Sewage
21862,Sewage Materials,Crude Sewage
23264,Sewage Materials,Crude Sewage
29327,Sewage Materials,Crude Sewage
19975,Sewage Materials,Crude Sewage
34931,Sewage Materials,Crude Sewage
37453,Sewage Materials,Crude Sewage
35274,Sewage Materials,Crude Sewage
44962,Sewage Materials,Crude Sewage
50444,Sewage Materials,Crude Sewage
53923,Sewage Materials,Crude Sewage
52080,Sewage Materials,Crude Sewage
58044,Sewage Materials,Crude Sewage
63276,Sewage Materials,Crude Sewage
62835,Sewage Materials,Crude Sewage
66215,Sewage Materials,Crude Sewage
69731,Sewage Materials,Crude Sewage
79345,Sewage Materials,Crude Sewage
81489,Sewage Materials,Crude Sewage
85477,Sewage Materials,Crude Sewage
82772,Sewage Materials,Crude Sewage
88371,Sewage Materials,Crude Sewage
445611,Oils and Fuel,Hydraulic Oils
3544,Oils and Fuel,Gas and Fuel Oils
15052,Oils and Fuel,Gas and Fuel Oils
14710,Oils and Fuel,Gas and Fuel Oils
18276,Oils and Fuel,Gas and Fuel Oils
40205,Oils and Fuel,Gas and Fuel Oils
44723,Oils and Fuel,Gas and Fuel Oils
38780,Oils and Fuel,Gas and Fuel Oils
54325,Oils and Fuel,Gas and Fuel Oils
61915,Oils and Fuel,Gas and Fuel Oils
111055,Oils and Fuel,Gas and Fuel Oils
145667,Oils and Fuel,Gas and Fuel Oils
159428,Oils and Fuel,Gas and Fuel Oils
181508,Oils and Fuel,Gas and Fuel Oils
200871,Oils and Fuel,Gas and Fuel Oils
201920,Oils and Fuel,Gas and Fuel Oils
212548,Oils and Fuel,Gas and Fuel Oils
246997,Oils and Fuel,Gas and Fuel Oils
251170,Oils and Fuel,Gas and Fuel Oils
273060,Oils and Fuel,Gas and Fuel Oils
279651,Oils and Fuel,Gas and Fuel Oils
280981,Oils and Fuel,Gas and Fuel Oils
286868,Oils and Fuel,Gas and Fuel Oils
287605,Oils and Fuel,Gas and Fuel Oils
298636,Oils and Fuel,Gas and Fuel Oils
301119,Oils and Fuel,Gas and Fuel Oils
312652,Oils and Fuel,Gas and Fuel Oils
333656,Oils and Fuel,Gas and Fuel Oils
365309,Oils and Fuel,Gas and Fuel Oils
376591,Oils and Fuel,Gas and Fuel Oils
414959,Oils and Fuel,Gas and Fuel Oils
488937,Oils and Fuel,Gas and Fuel Oils
541783,Oils and Fuel,Gas and Fuel Oils
535804,Oils and Fuel,Gas and Fuel Oils
570017,Oils and Fuel,Gas and Fuel Oils
578241,Oils and Fuel,Gas and Fuel Oils
617951,Oils and Fuel,Gas and Fuel Oils
570994,Oils and Fuel,Gas and Fuel Oils
668621,Oils and Fuel,Gas and Fuel Oils
680313,Oils and Fuel,Gas and Fuel Oils
708980,Oils and Fuel,Gas and Fuel Oils
658676,Oils and Fuel,Gas and Fuel Oils
894077,Oils and Fuel,Gas and Fuel Oils
11611,Oils and Fuel,Gas and Fuel Oils
53326,Oils and Fuel,Gas and Fuel Oils
62836,Oils and Fuel,Gas and Fuel Oils
72297,Oils and Fuel,Gas and Fuel Oils
87059,Oils and Fuel,Gas and Fuel Oils
108537,Oils and Fuel,Gas and Fuel Oils
192550,Oils and Fuel,Gas and Fuel Oils
211053,Oils and Fuel,Gas and Fuel Oils
217559,Oils and Fuel,Gas and Fuel Oils
246601,Oils and Fuel,Gas and Fuel Oils
284698,Oils and Fuel,Gas and Fuel Oils
290502,Oils and Fuel,Gas and Fuel Oils
410505,Oils and Fuel,Gas and Fuel Oils
448014,Oils and Fuel,Gas and Fuel Oils
475230,Oils and Fuel,Gas and Fuel Oils
555734,Oils and Fuel,Gas and Fuel Oils
615473,Oils and Fuel,Gas and Fuel Oils
625643,Oils and Fuel,Gas and Fuel Oils
713971,Oils and Fuel,Gas and Fuel Oils
737484,Oils and Fuel,Gas and Fuel Oils
771558,Oils and Fuel,Gas and Fuel Oils
823721,Oils and Fuel,Gas and Fuel Oils
16203,Oils and Fuel,Gas and Fuel Oils
26714,Oils and Fuel,Gas and Fuel Oils
33892,Oils and Fuel,Gas and Fuel Oils
83403,Oils and Fuel,Gas and Fuel Oils
90366,Oils and Fuel,Gas and Fuel Oils
136129,Oils and Fuel,Gas and Fuel Oils
144700,Oils and Fuel,Gas and Fuel Oils
164463,Oils and Fuel,Gas and Fuel Oils
201557,Oils and Fuel,Gas and Fuel Oils
213443,Oils and Fuel,Gas and Fuel Oils
213708,Oils and Fuel,Gas and Fuel Oils
263566,Oils and Fuel,Gas and Fuel Oils
348436,Oils and Fuel,Gas and Fuel Oils
367906,Oils and Fuel,Gas and Fuel Oils
397397,Oils and Fuel,Gas and Fuel Oils
531950,Oils and Fuel,Gas and Fuel Oils
551288,Oils and Fuel,Gas and Fuel Oils
557520,Oils and Fuel,Gas and Fuel Oils
622496,Oils and Fuel,Gas and Fuel Oils
907310,Oils and Fuel,Gas and Fuel Oils
960926,Oils and Fuel,Gas and Fuel Oils
4126,Oils and Fuel,Gas and Fuel Oils
11048,Oils and Fuel,Gas and Fuel Oils
12165,Oils and Fuel,Gas and Fuel Oils
23824,Oils and Fuel,Gas and Fuel Oils
27097,Oils and Fuel,Gas and Fuel Oils
45082,Oils and Fuel,Gas and Fuel Oils
71467,Oils and Fuel,Gas and Fuel Oils
101338,Oils and Fuel,Gas and Fuel Oils
126932,Oils and Fuel,Gas and Fuel Oils
145886,Oils and Fuel,Gas and Fuel Oils
190622,Oils and Fuel,Gas and Fuel Oils
218812,Oils and Fuel,Gas and Fuel Oils
274451,Oils and Fuel,Gas and Fuel Oils
288880,Oils and Fuel,Gas and Fuel Oils
304518,Oils and Fuel,Gas and Fuel Oils
351878,Oils and Fuel,Gas and Fuel Oils
410363,Oils and Fuel,Gas and Fuel Oils
542984,Oils and Fuel,Gas and Fuel Oils
625933,Oils and Fuel,Gas and Fuel Oils
638699,Oils and Fuel,Gas and Fuel Oils
439267,Oils and Fuel,Gas and Fuel Oils
551632,Oils and Fuel,Gas and Fuel Oils
658518,Oils and Fuel,Gas and Fuel Oils
751706,Oils and Fuel,Gas and Fuel Oils
914587,Oils and Fuel,Gas and Fuel Oils
916699,Oils and Fuel,Gas and Fuel Oils
944670,Oils and Fuel,Gas and Fuel Oils
961246,Oils and Fuel,Gas and Fuel Oils
15412,Oils and Fuel,Gas and Fuel Oils
17767,Oils and Fuel,Gas and Fuel Oils
45083,Oils and Fuel,Gas and Fuel Oils
70008,Oils and Fuel,Gas and Fuel Oils
123061,Oils and Fuel,Gas and Fuel Oils
150484,Oils and Fuel,Gas and Fuel Oils
208032,Oils and Fuel,Gas and Fuel Oils
208524,Oils and Fuel,Gas and Fuel Oils
209703,Oils and Fuel,Gas and Fuel Oils
220970,Oils and Fuel,Gas and Fuel Oils
221238,Oils and Fuel,Gas and Fuel Oils
238819,Oils and Fuel,Gas and Fuel Oils
239737,Oils and Fuel,Gas and Fuel Oils
266634,Oils and Fuel,Gas and Fuel Oils
276444,Oils and Fuel,Gas and Fuel Oils
278874,Oils and Fuel,Gas and Fuel Oils
304875,Oils and Fuel,Gas and Fuel Oils
550412,Oils and Fuel,Gas and Fuel Oils
554986,Oils and Fuel,Gas and Fuel Oils
602191,Oils and Fuel,Gas and Fuel Oils
666268,Oils and Fuel,Gas and Fuel Oils
685823,Oils and Fuel,Gas and Fuel Oils
686276,Oils and Fuel,Gas and Fuel Oils
746737,Oils and Fuel,Gas and Fuel Oils
940125,Oils and Fuel,Gas and Fuel Oils
962623,Oils and Fuel,Gas and Fuel Oils
1032274,Oils and Fuel,Gas and Fuel Oils
61794,Oils and Fuel,Gas and Fuel Oils
132312,Oils and Fuel,Gas and Fuel Oils
149581,Oils and Fuel,Gas and Fuel Oils
155029,Oils and Fuel,Gas and Fuel Oils
161481,Oils and Fuel,Gas and Fuel Oils
212611,Oils and Fuel,Gas and Fuel Oils
279000,Oils and Fuel,Gas and Fuel Oils
311587,Oils and Fuel,Gas and Fuel Oils
333838,Oils and Fuel,Gas and Fuel Oils
335980,Oils and Fuel,Gas and Fuel Oils
384077,Oils and Fuel,Gas and Fuel Oils
381820,Oils and Fuel,Gas and Fuel Oils
430837,Oils and Fuel,Gas and Fuel Oils
660700,Oils and Fuel,Gas and Fuel Oils
663488,Oils and Fuel,Gas and Fuel Oils
743992,Oils and Fuel,Gas and Fuel Oils
767171,Oils and Fuel,Gas and Fuel Oils
1033750,Oils and Fuel,Gas and Fuel Oils
195567,Oils and Fuel,Gas and Fuel Oils
268735,Oils and Fuel,Gas and Fuel Oils
282345,Oils and Fuel,Gas and Fuel Oils
291359,Oils and Fuel,Gas and Fuel Oils
308376,Oils and Fuel,Gas and Fuel Oils
318420,Oils and Fuel,Gas and Fuel Oils
499582,Oils and Fuel,Gas and Fuel Oils
526617,Oils and Fuel,Gas and Fuel Oils
552276,Oils and Fuel,Gas and Fuel Oils
556222,Oils and Fuel,Gas and Fuel Oils
631849,Oils and Fuel,Gas and Fuel Oils
744928,Oils and Fuel,Gas and Fuel Oils
837486,Oils and Fuel,Gas and Fuel Oils
844845,Oils and Fuel,Gas and Fuel Oils
853947,Oils and Fuel,Gas and Fuel Oils
16176,Oils and Fuel,Gas and Fuel Oils
64915,Oils and Fuel,Gas and Fuel Oils
86631,Oils and Fuel,Gas and Fuel Oils
91564,Oils and Fuel,Gas and Fuel Oils
126097,Oils and Fuel,Gas and Fuel Oils
206750,Oils and Fuel,Gas and Fuel Oils
215306,Oils and Fuel,Gas and Fuel Oils
220641,Oils and Fuel,Gas and Fuel Oils
224412,Oils and Fuel,Gas and Fuel Oils
227168,Oils and Fuel,Gas and Fuel Oils
227673,Oils and Fuel,Gas and Fuel Oils
233750,Oils and Fuel,Gas and Fuel Oils
406484,Oils and Fuel,Gas and Fuel Oils
441812,Oils and Fuel,Gas and Fuel Oils
464869,Oils and Fuel,Gas and Fuel Oils
552162,Oils and Fuel,Gas and Fuel Oils
554682,Oils and Fuel,Gas and Fuel Oils
646112,Oils and Fuel,Gas and Fuel Oils
654830,Oils and Fuel,Gas and Fuel Oils
659677,Oils and Fuel,Gas and Fuel Oils
704680,Oils and Fuel,Gas and Fuel Oils
777192,Oils and Fuel,Gas and Fuel Oils
796630,Oils and Fuel,Gas and Fuel Oils
823720,Oils and Fuel,Gas and Fuel Oils
996033,Oils and Fuel,Gas and Fuel Oils
692,Oils and Fuel,Gas and Fuel Oils
45710,Oils and Fuel,Gas and Fuel Oils
49586,Oils and Fuel,Gas and Fuel Oils
116953,Oils and Fuel,Gas and Fuel Oils
135936,Oils and Fuel,Gas and Fuel Oils
141532,Oils and Fuel,Gas and Fuel Oils
145061,Oils and Fuel,Gas and Fuel Oils
184555,Oils and Fuel,Gas and Fuel Oils
215782,Oils and Fuel,Gas and Fuel Oils
217157,Oils and Fuel,Gas and Fuel Oils
267978,Oils and Fuel,Gas and Fuel Oils
287049,Oils and Fuel,Gas and Fuel Oils
369520,Oils and Fuel,Gas and Fuel Oils
1040320,Sewage Materials,Other Sewage Material
51538,Sewage Materials,Other Sewage Material
92012,Sewage Materials,Other Sewage Material
226382,Sewage Materials,Other Sewage Material
361531,Sewage Materials,Other Sewage Material
363551,Sewage Materials,Other Sewage Material
481759,Sewage Materials,Other Sewage Material
532117,Sewage Materials,Other Sewage Material
6988,Sewage Materials,Other Sewage Material
27833,Sewage Materials,Other Sewage Material
66335,Sewage Materials,Other Sewage Material
70321,Sewage Materials,Other Sewage Material
91208,Sewage Materials,Other Sewage Material
143374,Sewage Materials,Other Sewage Material
206602,Sewage Materials,Other Sewage Material
367925,Sewage Materials,Other Sewage Material
411911,Sewage Materials,Other Sewage Material
422864,Sewage Materials,Other Sewage Material
986991,Sewage Materials,Other Sewage Material
5772,Sewage Materials,Other Sewage Material
195786,Sewage Materials,Other Sewage Material
351934,Sewage Materials,Other Sewage Material
408725,Sewage Materials,Other Sewage Material
662424,Sewage Materials,Other Sewage Material
713744,Sewage Materials,Other Sewage Material
70474,Sewage Materials,Other Sewage Material
108359,Sewage Materials,Other Sewage Material
125190,Sewage Materials,Other Sewage Material
419426,Sewage Materials,Other Sewage Material
499714,Sewage Materials,Other Sewage Material
845682,Sewage Materials,Other Sewage Material
854997,Sewage Materials,Other Sewage Material
897336,Sewage Materials,Other Sewage Material
900817,Sewage Materials,Other Sewage Material
48949,Sewage Materials,Other Sewage Material
52017,Sewage Materials,Other Sewage Material
407844,Sewage Materials,Other Sewage Material
597499,Sewage Materials,Other Sewage Material
764940,Sewage Materials,Other Sewage Material
817887,Sewage Materials,Other Sewage Material
857802,Sewage Materials,Other Sewage Material
1022314,Sewage Materials,Other Sewage Material
90132,Sewage Materials,Other Sewage Material
127180,Sewage Materials,Other Sewage Material
178960,Sewage Materials,Other Sewage Material
345217,Sewage Materials,Other Sewage Material
420027,Sewage Materials,Other Sewage Material
876614,Sewage Materials,Other Sewage Material
902469,Sewage Materials,Other Sewage Material
965331,Sewage Materials,Other Sewage Material
6599,Sewage Materials,Final Effluent
24021,Sewage Materials,Final Effluent
38219,Sewage Materials,Final Effluent
104377,Sewage Materials,Final Effluent
108838,Sewage Materials,Final Effluent
111279,Sewage Materials,Final Effluent
174198,Sewage Materials,Final Effluent
199588,Sewage Materials,Final Effluent
254531,Sewage Materials,Final Effluent
256989,Sewage Materials,Final Effluent
315994,Sewage Materials,Final Effluent
339621,Sewage Materials,Final Effluent
408582,Sewage Materials,Final Effluent
418039,Sewage Materials,Final Effluent
448953,Sewage Materials,Final Effluent
534541,Sewage Materials,Final Effluent
585552,Sewage Materials,Final Effluent
783020,Sewage Materials,Final Effluent
957992,Sewage Materials,Final Effluent
1030755,Sewage Materials,Final Effluent
62505,Sewage Materials,Final Effluent
68617,Sewage Materials,Final Effluent
178531,Sewage Materials,Final Effluent
227774,Sewage Materials,Final Effluent
447050,Sewage Materials,Final Effluent
710363,Sewage Materials,Final Effluent
713704,Sewage Materials,Final Effluent
26915,Sewage Materials,Final Effluent
174371,Sewage Materials,Final Effluent
238127,Sewage Materials,Final Effluent
264047,Sewage Materials,Final Effluent
992453,Sewage Materials,Final Effluent
6068,Sewage Materials,Final Effluent
75476,Sewage Materials,Final Effluent
223037,Sewage Materials,Final Effluent
223856,Sewage Materials,Final Effluent
284691,Sewage Materials,Final Effluent
287781,Sewage Materials,Final Effluent
319055,Sewage Materials,Final Effluent
381276,Sewage Materials,Final Effluent
671217,Sewage Materials,Final Effluent
684656,Sewage Materials,Final Effluent
908527,Sewage Materials,Final Effluent
19908,Sewage Materials,Final Effluent
32371,Sewage Materials,Final Effluent
86011,Sewage Materials,Final Effluent
163294,Sewage Materials,Final Effluent
164038,Sewage Materials,Final Effluent
303388,Sewage Materials,Final Effluent
350618,Sewage Materials,Final Effluent
359025,Sewage Materials,Final Effluent
823451,Sewage Materials,Final Effluent
100711,Sewage Materials,Final Effluent
131308,Sewage Materials,Final Effluent
144947,Sewage Materials,Final Effluent
153239,Sewage Materials,Final Effluent
458027,Sewage Materials,Final Effluent
485506,Sewage Materials,Final Effluent
489250,Sewage Materials,Final Effluent
610336,Sewage Materials,Final Effluent
799842,Sewage Materials,Final Effluent
804700,Sewage Materials,Final Effluent
820449,Sewage Materials,Final Effluent
119392,Sewage Materials,Final Effluent
189009,Sewage Materials,Final Effluent
234151,Sewage Materials,Final Effluent
277762,Sewage Materials,Final Effluent
864461,Sewage Materials,Final Effluent
1008143,Sewage Materials,Final Effluent
422952,Sewage Materials,Final Effluent
812375,Sewage Materials,Final Effluent
812377,Sewage Materials,Final Effluent
888938,Sewage Materials,Final Effluent
954735,Sewage Materials,Final Effluent
112107,Sewage Materials,Final Effluent
172829,Sewage Materials,Final Effluent
262672,Sewage Materials,Final Effluent
287536,Sewage Materials,Final Effluent
496617,Sewage Materials,Final Effluent
536392,Sewage Materials,Final Effluent
667380,Sewage Materials,Final Effluent
738968,Sewage Materials,Final Effluent
8778,Sewage Materials,Sludge
9912,Sewage Materials,Sludge
236118,Sewage Materials,Sludge
565815,Sewage Materials,Sludge
932447,Sewage Materials,Sludge
1023737,Sewage Materials,Sludge
32804,Sewage Materials,Sludge
141793,Sewage Materials,Sludge
351536,Sewage Materials,Sludge
610217,Sewage Materials,Sludge
740985,Sewage Materials,Sludge
93320,Sewage Materials,Sludge
247552,Sewage Materials,Sludge
479350,Sewage Materials,Sludge
705548,Sewage Materials,Sludge
287997,Sewage Materials,Sludge
329246,Sewage Materials,Sludge
650564,Sewage Materials,Sludge
21259,Sewage Materials,Sludge
94897,Sewage Materials,Sludge
96063,Sewage Materials,Crude Sewage
95275,Sewage Materials,Crude Sewage
92956,Sewage Materials,Crude Sewage
98067,Sewage Materials,Crude Sewage
99513,Sewage Materials,Crude Sewage
103688,Sewage Materials,Crude Sewage
95280,Sewage Materials,Crude Sewage
108885,Sewage Materials,Crude Sewage
109216,Sewage Materials,Crude Sewage
73888,Sewage Materials,Crude Sewage
112281,Sewage Materials,Crude Sewage
120816,Sewage Materials,Crude Sewage
130039,Sewage Materials,Crude Sewage
132833,Sewage Materials,Crude Sewage
131413,Sewage Materials,Crude Sewage
131089,Sewage Materials,Crude Sewage
135944,Sewage Materials,Crude Sewage
141292,Sewage Materials,Crude Sewage
141033,Sewage Materials,Crude Sewage
146625,Sewage Materials,Crude Sewage
147549,Sewage Materials,Crude Sewage
149019,Sewage Materials,Crude Sewage
150665,Sewage Materials,Crude Sewage
156131,Sewage Materials,Crude Sewage
167783,Sewage Materials,Crude Sewage
171245,Sewage Materials,Crude Sewage
106573,Sewage Materials,Crude Sewage
182798,Sewage Materials,Crude Sewage
169154,Sewage Materials,Crude Sewage
179359,Sewage Materials,Crude Sewage
191894,Sewage Materials,Crude Sewage
178295,Sewage Materials,Crude Sewage
195482,Sewage Materials,Crude Sewage
211786,Sewage Materials,Crude Sewage
216697,Sewage Materials,Crude Sewage
220155,Sewage Materials,Crude Sewage
223784,Sewage Materials,Crude Sewage
226255,Sewage Materials,Crude Sewage
232326,Sewage Materials,Crude Sewage
249029,Sewage Materials,Crude Sewage
250727,Sewage Materials,Crude Sewage
251921,Sewage Materials,Crude Sewage
257452,Sewage Materials,Crude Sewage
260330,Sewage Materials,Crude Sewage
265162,Sewage Materials,Crude Sewage
266884,Sewage Materials,Crude Sewage
271298,Sewage Materials,Crude Sewage
274300,Sewage Materials,Crude Sewage
276356,Sewage Materials,Crude Sewage
280105,Sewage Materials,Crude Sewage
284460,Sewage Materials,Crude Sewage
282629,Sewage Materials,Crude Sewage
303346,Sewage Materials,Crude Sewage
306547,Sewage Materials,Crude Sewage
305816,Sewage Materials,Crude Sewage
319721,Sewage Materials,Crude Sewage
332137,Sewage Materials,Crude Sewage
333259,Sewage Materials,Crude Sewage
332110,Sewage Materials,Crude Sewage
336510,Sewage Materials,Crude Sewage
337000,Sewage Materials,Crude Sewage
348809,Sewage Materials,Crude Sewage
335978,Sewage Materials,Crude Sewage
351419,Sewage Materials,Crude Sewage
341054,Sewage Materials,Crude Sewage
362682,Sewage Materials,Crude Sewage
361533,Sewage Materials,Crude Sewage
364020,Sewage Materials,Crude Sewage
367469,Sewage Materials,Crude Sewage
373254,Sewage Materials,Crude Sewage
370138,Sewage Materials,Crude Sewage
373732,Sewage Materials,Crude Sewage
383639,Sewage Materials,Crude Sewage
393164,Sewage Materials,Crude Sewage
402689,Sewage Materials,Crude Sewage
408875,Sewage Materials,Crude Sewage
418174,Sewage Materials,Crude Sewage
426524,Sewage Materials,Crude Sewage
428944,Sewage Materials,Crude Sewage
429537,Sewage Materials,Crude Sewage
428232,Sewage Materials,Crude Sewage
428911,Sewage Materials,Crude Sewage
463052,Sewage Materials,Crude Sewage
410782,Sewage Materials,Crude Sewage
465729,Sewage Materials,Crude Sewage
483194,Sewage Materials,Crude Sewage
489780,Sewage Materials,Crude Sewage
490140,Sewage Materials,Crude Sewage
500522,Sewage Materials,Crude Sewage
511822,Sewage Materials,Crude Sewage
528779,Sewage Materials,Crude Sewage
525846,Sewage Materials,Crude Sewage
529807,Sewage Materials,Crude Sewage
534979,Sewage Materials,Crude Sewage
541235,Sewage Materials,Crude Sewage
542278,Sewage Materials,Crude Sewage
551062,Sewage Materials,Crude Sewage
551886,Sewage Materials,Crude Sewage
575967,Sewage Materials,Crude Sewage
588615,Sewage Materials,Crude Sewage
588309,Sewage Materials,Crude Sewage
657347,Sewage Materials,Crude Sewage
624207,Sewage Materials,Crude Sewage
695965,Sewage Materials,Crude Sewage
712630,Sewage Materials,Crude Sewage
724952,Sewage Materials,Crude Sewage
698317,Sewage Materials,Crude Sewage
750946,Sewage Materials,Crude Sewage
745811,Sewage Materials,Crude Sewage
773874,Sewage Materials,Crude Sewage
198388,Sewage Materials,Crude Sewage
213402,Sewage Materials,Crude Sewage
216208,Sewage Materials,Crude Sewage
220372,Sewage Materials,Crude Sewage
